abbv,efg_pct,orb_pct,tov_pct,fta_per_fga_pct,game_possessions,pts,game_code,date,season
HOU,0.552,0.293,0.131,0.333,100.73181001283697,116,201801200HOU,2018-01-20 20:30:00,17-18
GSW,0.591,0.105,0.177,0.183,100.73181001283697,108,201801200HOU,2018-01-20 20:30:00,17-18
DAL,0.545,0.22,0.098,0.455,93.20224671669794,114,201803100DAL,2018-03-10 20:30:00,17-18
MEM,0.399,0.173,0.133,0.202,93.20224671669794,80,201803100DAL,2018-03-10 20:30:00,17-18
DAL,0.5,0.196,0.106,0.278,102.49797888386124,109,201803040DAL,2018-03-04 19:00:00,17-18
NOP,0.604,0.154,0.099,0.231,102.49797888386124,126,201803040DAL,2018-03-04 19:00:00,17-18
LAL,0.552,0.349,0.103,0.352,115.02451550387596,142,201712310HOU,2017-12-31 19:00:00,17-18
HOU,0.547,0.278,0.082,0.368,115.02451550387596,148,201712310HOU,2017-12-31 19:00:00,17-18
IND,0.517,0.133,0.134,0.068,97.73366666666666,97,201711290HOU,2017-11-29 20:00:00,17-18
HOU,0.593,0.25,0.136,0.244,97.73366666666666,118,201711290HOU,2017-11-29 20:00:00,17-18
HOU,0.476,0.196,0.131,0.458,101.44177696078432,107,201710300HOU,2017-10-30 20:00:00,17-18
PHI,0.613,0.219,0.173,0.3,101.44177696078432,115,201710300HOU,2017-10-30 20:00:00,17-18
BRK,0.523,0.15,0.122,0.198,99.52361111111111,103,201711270HOU,2017-11-27 20:00:00,17-18
HOU,0.605,0.178,0.137,0.233,99.52361111111111,117,201711270HOU,2017-11-27 20:00:00,17-18
HOU,0.571,0.237,0.154,0.449,99.5032741738066,118,201712220HOU,2017-12-22 20:00:00,17-18
LAC,0.571,0.209,0.071,0.341,99.5032741738066,128,201712220HOU,2017-12-22 20:00:00,17-18
HOU,0.574,0.256,0.086,0.193,91.4225138427464,116,201801180HOU,2018-01-18 21:30:00,17-18
MIN,0.519,0.19,0.109,0.259,91.4225138427464,98,201801180HOU,2018-01-18 21:30:00,17-18
DAL,0.378,0.304,0.089,0.191,92.55366071428571,82,201803110DAL,2018-03-11 19:00:00,17-18
HOU,0.565,0.143,0.109,0.167,92.55366071428571,105,201803110DAL,2018-03-11 19:00:00,17-18
DAL,0.462,0.093,0.108,0.209,104.26821296296296,98,201803240DAL,2018-03-24 20:30:00,17-18
CHO,0.446,0.217,0.11,0.315,104.26821296296296,102,201803240DAL,2018-03-24 20:30:00,17-18
CLE,0.63,0.125,0.171,0.173,97.03108974358975,113,201711090HOU,2017-11-09 20:00:00,17-18
HOU,0.571,0.436,0.192,0.468,97.03108974358975,117,201711090HOU,2017-11-09 20:00:00,17-18
NYK,0.518,0.154,0.162,0.224,100.72600178890876,102,201711250HOU,2017-11-25 20:00:00,17-18
HOU,0.532,0.209,0.063,0.234,100.72600178890876,117,201711250HOU,2017-11-25 20:00:00,17-18
HOU,0.63,0.308,0.136,0.351,91.996452991453,120,201712180HOU,2017-12-18 20:00:00,17-18
UTA,0.505,0.111,0.06,0.088,91.996452991453,99,201712180HOU,2017-12-18 20:00:00,17-18
HOU,0.51,0.333,0.105,0.25,101.95929824561404,121,201801100HOU,2018-01-10 20:00:00,17-18
POR,0.536,0.158,0.11,0.386,101.95929824561404,112,201801100HOU,2018-01-10 20:00:00,17-18
HOU,0.506,0.245,0.119,0.356,102.20591836734694,116,201712200HOU,2017-12-20 20:00:00,17-18
LAL,0.559,0.222,0.088,0.506,102.20591836734694,122,201712200HOU,2017-12-20 20:00:00,17-18
HOU,0.543,0.195,0.124,0.268,96.41047877145438,107,201710210HOU,2017-10-21 20:00:00,17-18
DAL,0.446,0.148,0.131,0.25,96.41047877145438,91,201710210HOU,2017-10-21 20:00:00,17-18
HOU,0.494,0.311,0.164,0.519,100.40573504273505,113,201711140HOU,2017-11-14 20:00:00,17-18
TOR,0.615,0.128,0.111,0.538,100.40573504273505,129,201711140HOU,2017-11-14 20:00:00,17-18
PHO,0.717,0.185,0.141,0.276,93.53270558694288,124,201804100DAL,2018-04-10 20:30:00,17-18
DAL,0.423,0.305,0.07,0.227,93.53270558694288,97,201804100DAL,2018-04-10 20:30:00,17-18
OKC,0.505,0.404,0.178,0.204,102.29967139479905,111,201802280DAL,2018-02-28 20:30:00,17-18
DAL,0.555,0.178,0.141,0.165,102.29967139479905,110,201802280DAL,2018-02-28 20:30:00,17-18
MIN,0.47,0.13,0.09,0.205,93.94861660079052,93,201803300DAL,2018-03-30 20:30:00,17-18
DAL,0.506,0.136,0.136,0.081,93.94861660079052,92,201803300DAL,2018-03-30 20:30:00,17-18
MEM,0.471,0.091,0.125,0.544,91.67875,98,201710230HOU,2017-10-23 20:00:00,17-18
HOU,0.474,0.205,0.155,0.299,91.67875,90,201710230HOU,2017-10-23 20:00:00,17-18
HOU,0.735,0.167,0.181,0.259,102.30194444444444,137,201711050HOU,2017-11-05 19:00:00,17-18
UTA,0.506,0.178,0.117,0.273,102.30194444444444,110,201711050HOU,2017-11-05 19:00:00,17-18
HOU,0.659,0.222,0.163,0.28,99.92752620545073,125,201711220HOU,2017-11-22 20:00:00,17-18
DEN,0.46,0.283,0.164,0.264,99.92752620545073,95,201711220HOU,2017-11-22 20:00:00,17-18
HOU,0.642,0.103,0.083,0.284,102.36407557354926,130,201712110HOU,2017-12-11 20:00:00,17-18
NOP,0.682,0.158,0.166,0.153,102.36407557354926,123,201712110HOU,2017-12-11 20:00:00,17-18
HOU,0.567,0.133,0.092,0.247,100.75285964912281,114,201801040HOU,2018-01-04 20:00:00,17-18
GSW,0.626,0.158,0.111,0.23,100.75285964912281,124,201801040HOU,2018-01-04 20:00:00,17-18
HOU,0.521,0.122,0.114,0.681,98.81235501355013,113,201801280HOU,2018-01-28 15:30:00,17-18
PHO,0.471,0.156,0.111,0.306,98.81235501355013,102,201801280HOU,2018-01-28 15:30:00,17-18
HOU,0.602,0.27,0.115,0.307,99.26743243243243,127,201805160HOU,2018-05-16 21:00:00,17-18
GSW,0.512,0.196,0.137,0.259,99.26743243243243,105,201805160HOU,2018-05-16 21:00:00,17-18
HOU,0.414,0.194,0.097,0.283,104.86576036866359,100,201803220HOU,2018-03-22 20:00:00,17-18
DET,0.453,0.286,0.127,0.2,104.86576036866359,96,201803220HOU,2018-03-22 20:00:00,17-18
DEN,0.494,0.159,0.093,0.239,98.69977272727273,104,201802090HOU,2018-02-09 20:00:00,17-18
HOU,0.61,0.256,0.098,0.395,98.69977272727273,130,201802090HOU,2018-02-09 20:00:00,17-18
BOS,0.555,0.25,0.115,0.231,97.65585526315789,120,201803030HOU,2018-03-03 20:30:00,17-18
HOU,0.557,0.263,0.091,0.345,97.65585526315789,123,201803030HOU,2018-03-03 20:30:00,17-18
HOU,0.519,0.174,0.096,0.358,95.40102564102564,104,201803300HOU,2018-03-30 20:00:00,17-18
PHO,0.56,0.205,0.159,0.155,95.40102564102564,103,201803300HOU,2018-03-30 20:00:00,17-18
HOU,0.566,0.182,0.165,0.303,95.98159090909091,102,201804070HOU,2018-04-07 20:30:00,17-18
OKC,0.451,0.3,0.094,0.363,95.98159090909091,108,201804070HOU,2018-04-07 20:30:00,17-18
HOU,0.439,0.354,0.107,0.244,89.6185197368421,92,201805280HOU,2018-05-28 21:00:00,17-18
GSW,0.588,0.289,0.157,0.175,89.6185197368421,101,201805280HOU,2018-05-28 21:00:00,17-18
NOP,0.427,0.218,0.136,0.125,105.93751048951049,91,201803240HOU,2018-03-24 20:00:00,17-18
HOU,0.581,0.128,0.164,0.086,105.93751048951049,114,201803240HOU,2018-03-24 20:00:00,17-18
MEM,0.387,0.193,0.061,0.355,100.18286860768943,99,201710300MEM,2017-10-30 20:00:00,17-18
CHO,0.455,0.213,0.098,0.326,100.18286860768943,104,201710300MEM,2017-10-30 20:00:00,17-18
MEM,0.558,0.262,0.128,0.256,97.97851351351352,113,201711150MEM,2017-11-15 20:00:00,17-18
IND,0.576,0.135,0.113,0.235,97.97851351351352,116,201711150MEM,2017-11-15 20:00:00,17-18
MIN,0.419,0.176,0.152,0.263,97.15345989304814,82,201804180HOU,2018-04-18 21:30:00,17-18
HOU,0.448,0.218,0.079,0.219,97.15345989304814,102,201804180HOU,2018-04-18 21:30:00,17-18
UTA,0.531,0.244,0.117,0.259,90.64238888888889,102,201805080HOU,2018-05-08 20:00:00,17-18
HOU,0.59,0.167,0.09,0.205,90.64238888888889,112,201805080HOU,2018-05-08 20:00:00,17-18
HOU,0.456,0.32,0.099,0.256,93.35277777777777,101,201803150HOU,2018-03-15 20:00:00,17-18
LAC,0.474,0.244,0.082,0.082,93.35277777777777,96,201803150HOU,2018-03-15 20:00:00,17-18
MEM,0.473,0.3,0.095,0.304,93.27523913043478,103,201710180MEM,2017-10-18 20:00:00,17-18
NOP,0.424,0.348,0.156,0.367,93.27523913043478,91,201710180MEM,2017-10-18 20:00:00,17-18
MEM,0.479,0.205,0.173,0.411,93.93879545454546,96,201710260MEM,2017-10-26 20:00:00,17-18
DAL,0.394,0.327,0.12,0.213,93.93879545454546,91,201710260MEM,2017-10-26 20:00:00,17-18
HOU,0.537,0.195,0.136,0.222,91.8935928705441,99,201801220HOU,2018-01-22 20:00:00,17-18
MIA,0.518,0.231,0.157,0.11,91.8935928705441,90,201801220HOU,2018-01-22 20:00:00,17-18
DAL,0.462,0.231,0.123,0.172,98.888663003663,97,201802110HOU,2018-02-11 19:00:00,17-18
HOU,0.519,0.048,0.089,0.423,98.888663003663,104,201802110HOU,2018-02-11 19:00:00,17-18
ATL,0.506,0.152,0.123,0.125,98.05485177865613,99,201803250HOU,2018-03-25 20:00:00,17-18
HOU,0.6,0.136,0.104,0.122,98.05485177865613,118,201803250HOU,2018-03-25 20:00:00,17-18
MIN,0.488,0.275,0.123,0.35,92.799375,101,201804150HOU,2018-04-15 21:00:00,17-18
HOU,0.53,0.182,0.106,0.277,92.799375,104,201804150HOU,2018-04-15 21:00:00,17-18
HOU,0.607,0.233,0.086,0.321,94.49960644007155,120,201804030HOU,2018-04-03 20:00:00,17-18
WAS,0.611,0.077,0.172,0.319,94.49960644007155,104,201804030HOU,2018-04-03 20:00:00,17-18
ORL,0.596,0.179,0.103,0.12,89.87941930618402,107,201801300HOU,2018-01-30 20:00:00,17-18
HOU,0.591,0.235,0.118,0.364,89.87941930618402,114,201801300HOU,2018-01-30 20:00:00,17-18
UTA,0.546,0.146,0.174,0.289,96.28641651031894,96,201804290HOU,2018-04-29 15:30:00,17-18
HOU,0.555,0.205,0.131,0.293,96.28641651031894,110,201804290HOU,2018-04-29 15:30:00,17-18
HOU,0.538,0.191,0.089,0.226,99.62226595744681,118,201803270HOU,2018-03-27 20:00:00,17-18
CHI,0.427,0.26,0.157,0.191,99.62226595744681,86,201803270HOU,2018-03-27 20:00:00,17-18
HOU,0.535,0.171,0.121,0.247,96.89329268292684,106,201805140HOU,2018-05-14 21:00:00,17-18
GSW,0.606,0.079,0.09,0.313,96.89329268292684,119,201805140HOU,2018-05-14 21:00:00,17-18
POR,0.5,0.273,0.165,0.165,93.33476718403547,94,201804050HOU,2018-04-05 20:00:00,17-18
HOU,0.555,0.146,0.152,0.329,93.33476718403547,96,201804050HOU,2018-04-05 20:00:00,17-18
HOU,0.614,0.195,0.04,0.216,89.99162491760052,122,201804250HOU,2018-04-25 21:30:00,17-18
MIN,0.563,0.135,0.084,0.253,89.99162491760052,104,201804250HOU,2018-04-25 21:30:00,17-18
MIN,0.479,0.308,0.09,0.17,90.95540337711068,102,201802230HOU,2018-02-23 20:00:00,17-18
HOU,0.566,0.341,0.094,0.361,90.95540337711068,120,201802230HOU,2018-02-23 20:00:00,17-18
HOU,0.453,0.204,0.061,0.284,102.69968346253229,108,201805020HOU,2018-05-02 20:00:00,17-18
UTA,0.608,0.116,0.153,0.301,102.69968346253229,116,201805020HOU,2018-05-02 20:00:00,17-18
HOU,0.455,0.178,0.098,0.41,91.96177777777777,98,201805240HOU,2018-05-24 21:00:00,17-18
GSW,0.514,0.111,0.163,0.319,91.96177777777777,94,201805240HOU,2018-05-24 21:00:00,17-18
MEM,0.537,0.135,0.127,0.195,96.17965371621622,99,201711010MEM,2017-11-01 20:00:00,17-18
ORL,0.593,0.188,0.228,0.187,96.17965371621622,101,201711010MEM,2017-11-01 20:00:00,17-18
HOU,0.482,0.152,0.123,0.265,97.21064782608696,100,201802140HOU,2018-02-14 20:00:00,17-18
SAC,0.494,0.18,0.158,0.092,97.21064782608696,91,201802140HOU,2018-02-14 20:00:00,17-18
HOU,0.569,0.237,0.143,0.288,94.75986842105263,109,201803120HOU,2018-03-12 20:00:00,17-18
SAS,0.475,0.146,0.125,0.284,94.75986842105263,93,201803120HOU,2018-03-12 20:00:00,17-18
GSW,0.464,0.261,0.151,0.321,98.39192391304348,101,201710210MEM,2017-10-21 20:00:00,17-18
MEM,0.532,0.15,0.13,0.481,98.39192391304348,111,201710210MEM,2017-10-21 20:00:00,17-18
HOU,0.468,0.182,0.165,0.273,92.40773835920177,89,201710280MEM,2017-10-28 20:00:00,17-18
MEM,0.553,0.146,0.091,0.141,92.40773835920177,103,201710280MEM,2017-10-28 20:00:00,17-18
MEM,0.465,0.234,0.141,0.302,98.14776595744681,100,201801050MEM,2018-01-05 21:30:00,17-18
WAS,0.452,0.255,0.116,0.405,98.14776595744681,102,201801050MEM,2018-01-05 21:30:00,17-18
BRK,0.534,0.333,0.168,0.311,86.66261904761905,98,201711260MEM,2017-11-26 18:00:00,17-18
MEM,0.45,0.262,0.137,0.225,86.66261904761905,88,201711260MEM,2017-11-26 18:00:00,17-18
ATL,0.519,0.175,0.168,0.208,93.16096710526315,94,201712150MEM,2017-12-15 20:00:00,17-18
MEM,0.538,0.263,0.197,0.218,93.16096710526315,96,201712150MEM,2017-12-15 20:00:00,17-18
UTA,0.534,0.216,0.169,0.297,91.3932972972973,95,201803090MEM,2018-03-09 20:00:00,17-18
MEM,0.41,0.2,0.144,0.169,91.3932972972973,78,201803090MEM,2018-03-09 20:00:00,17-18
POR,0.434,0.333,0.134,0.386,95.24783333333333,100,201711200MEM,2017-11-20 20:00:00,17-18
MEM,0.43,0.1,0.077,0.267,95.24783333333333,92,201711200MEM,2017-11-20 20:00:00,17-18
TOR,0.558,0.294,0.106,0.423,91.52731319554849,116,201712080MEM,2017-12-08 20:00:00,17-18
MEM,0.555,0.297,0.149,0.268,91.52731319554849,107,201712080MEM,2017-12-08 20:00:00,17-18
MEM,0.5,0.298,0.117,0.261,95.2504070305273,106,201801190MEM,2018-01-19 20:00:00,17-18
SAC,0.469,0.239,0.193,0.225,95.2504070305273,88,201801190MEM,2018-01-19 20:00:00,17-18
UTA,0.464,0.25,0.185,0.478,91.18709302325581,92,201802070MEM,2018-02-07 20:00:00,17-18
MEM,0.469,0.209,0.146,0.198,91.18709302325581,88,201802070MEM,2018-02-07 20:00:00,17-18
MEM,0.487,0.256,0.114,0.449,90.01857636706474,105,201801220MEM,2018-01-22 20:00:00,17-18
PHI,0.549,0.432,0.214,0.437,90.01857636706474,101,201801220MEM,2018-01-22 20:00:00,17-18
GSW,0.609,0.222,0.152,0.217,107.30127272727273,128,201710200NOP,2017-10-20 21:30:00,17-18
NOP,0.541,0.291,0.136,0.224,107.30127272727273,120,201710200NOP,2017-10-20 21:30:00,17-18
MEM,0.446,0.209,0.16,0.169,94.01523255813953,85,201801240MEM,2018-01-24 20:00:00,17-18
SAS,0.524,0.256,0.123,0.305,94.01523255813953,108,201801240MEM,2018-01-24 20:00:00,17-18
MEM,0.495,0.354,0.17,0.165,97.88380387931035,102,201803020MEM,2018-03-02 20:00:00,17-18
DEN,0.589,0.207,0.207,0.356,97.88380387931035,108,201803020MEM,2018-03-02 20:00:00,17-18
PHO,0.494,0.178,0.138,0.458,105.5642,110,201802280MEM,2018-02-28 20:00:00,17-18
MEM,0.454,0.22,0.168,0.322,105.5642,102,201802280MEM,2018-02-28 20:00:00,17-18
CLE,0.523,0.179,0.157,0.253,105.3862266899767,112,201802230MEM,2018-02-23 20:00:00,17-18
MEM,0.446,0.114,0.186,0.214,105.3862266899767,89,201802230MEM,2018-02-23 20:00:00,17-18
MEM,0.444,0.154,0.143,0.375,87.92920227920227,82,201712110MEM,2017-12-11 20:00:00,17-18
MIA,0.667,0.074,0.145,0.364,87.92920227920227,107,201712110MEM,2017-12-11 20:00:00,17-18
PHO,0.506,0.366,0.163,0.439,97.39015781922527,109,201801290MEM,2018-01-29 20:00:00,17-18
MEM,0.633,0.353,0.18,0.217,97.39015781922527,120,201801290MEM,2018-01-29 20:00:00,17-18
LAL,0.458,0.222,0.106,0.323,107.2254970760234,114,201801150MEM,2018-01-15 17:30:00,17-18
MEM,0.573,0.158,0.157,0.415,107.2254970760234,123,201801150MEM,2018-01-15 17:30:00,17-18
NYK,0.47,0.293,0.132,0.28,91.28111280487805,99,201801170MEM,2018-01-17 20:00:00,17-18
MEM,0.505,0.313,0.1,0.187,91.28111280487805,105,201801170MEM,2018-01-17 20:00:00,17-18
MEM,0.565,0.268,0.137,0.274,95.34699659671016,108,201803280MEM,2018-03-28 20:00:00,17-18
POR,0.532,0.186,0.115,0.38,95.34699659671016,103,201803280MEM,2018-03-28 20:00:00,17-18
NOP,0.513,0.2,0.115,0.442,93.11033333333333,102,201801100MEM,2018-01-10 20:00:00,17-18
MEM,0.449,0.311,0.081,0.364,93.11033333333333,105,201801100MEM,2018-01-10 20:00:00,17-18
OKC,0.599,0.186,0.085,0.432,96.17406976744186,121,201802140MEM,2018-02-14 20:00:00,17-18
MEM,0.593,0.167,0.115,0.174,96.17406976744186,114,201802140MEM,2018-02-14 20:00:00,17-18
MIN,0.468,0.167,0.093,0.241,88.98030303030302,92,201712040MEM,2017-12-04 20:00:00,17-18
MEM,0.514,0.182,0.162,0.333,88.98030303030302,95,201712040MEM,2017-12-04 20:00:00,17-18
HOU,0.564,0.214,0.155,0.269,90.41594537815126,105,201711180MEM,2017-11-18 20:00:00,17-18
MEM,0.401,0.294,0.113,0.221,90.41594537815126,83,201711180MEM,2017-11-18 20:00:00,17-18
MEM,0.476,0.273,0.14,0.214,91.95477272727273,93,201804060MEM,2018-04-06 20:00:00,17-18
SAC,0.506,0.278,0.142,0.141,91.95477272727273,94,201804060MEM,2018-04-06 20:00:00,17-18
DEN,0.42,0.353,0.066,0.333,86.02537254901961,94,201803170MEM,2018-03-17 20:00:00,17-18
MEM,0.488,0.311,0.105,0.346,86.02537254901961,101,201803170MEM,2018-03-17 20:00:00,17-18
OKC,0.457,0.333,0.086,0.337,93.18786821705427,102,201712090MEM,2017-12-09 21:00:00,17-18
MEM,0.517,0.302,0.12,0.193,93.18786821705427,101,201712090MEM,2017-12-09 21:00:00,17-18
BOS,0.575,0.333,0.157,0.175,86.27122807017543,102,201712160MEM,2017-12-16 21:00:00,17-18
MEM,0.494,0.263,0.131,0.215,86.27122807017543,93,201712160MEM,2017-12-16 21:00:00,17-18
MEM,0.517,0.326,0.082,0.278,92.98528202115159,115,201712230MEM,2017-12-23 20:00:00,17-18
LAC,0.576,0.135,0.099,0.354,92.98528202115159,112,201712230MEM,2017-12-23 20:00:00,17-18
MEM,0.511,0.244,0.125,0.287,97.81461616161616,110,201803150MEM,2018-03-15 20:00:00,17-18
CHI,0.531,0.182,0.121,0.413,97.81461616161616,111,201803150MEM,2018-03-15 20:00:00,17-18
MEM,0.522,0.217,0.085,0.213,94.9808831521739,103,201803120MEM,2018-03-12 20:00:00,17-18
MIL,0.654,0.344,0.166,0.272,94.9808831521739,121,201803120MEM,2018-03-12 20:00:00,17-18
MEM,0.531,0.195,0.176,0.222,98.28389922978178,100,201801260MEM,2018-01-26 20:00:00,17-18
LAC,0.55,0.079,0.097,0.363,98.28389922978178,109,201801260MEM,2018-01-26 20:00:00,17-18
LAL,0.483,0.256,0.102,0.291,91.36636627906977,100,201803240MEM,2018-03-24 20:00:00,17-18
MEM,0.446,0.25,0.096,0.262,91.36636627906977,93,201803240MEM,2018-03-24 20:00:00,17-18
DAL,0.478,0.08,0.075,0.176,98.91154285714285,95,201711220MEM,2017-11-22 20:00:00,17-18
MEM,0.5,0.143,0.163,0.173,98.91154285714285,94,201711220MEM,2017-11-22 20:00:00,17-18
DET,0.532,0.286,0.104,0.247,96.31160714285714,117,201804080MEM,2018-04-08 15:30:00,17-18
MEM,0.675,0.25,0.114,0.289,96.31160714285714,130,201804080MEM,2018-04-08 15:30:00,17-18
MEM,0.439,0.182,0.163,0.243,88.27256756756756,79,201712010MEM,2017-12-01 20:00:00,17-18
SAS,0.521,0.189,0.134,0.457,88.27256756756756,95,201712010MEM,2017-12-01 20:00:00,17-18
UTA,0.479,0.378,0.123,0.26,98.98594444444444,116,201803110NOP,2018-03-11 16:00:00,17-18
NOP,0.473,0.208,0.116,0.14,98.98594444444444,99,201803110NOP,2018-03-11 16:00:00,17-18
NOP,0.582,0.239,0.177,0.165,107.27475609756098,115,201712040NOP,2017-12-04 20:00:00,17-18
GSW,0.609,0.122,0.139,0.31,107.27475609756098,125,201712040NOP,2017-12-04 20:00:00,17-18
CHO,0.522,0.182,0.112,0.237,104.69404634581105,115,201803130NOP,2018-03-13 20:00:00,17-18
NOP,0.543,0.275,0.1,0.077,104.69404634581105,119,201803130NOP,2018-03-13 20:00:00,17-18
NOP,0.582,0.225,0.084,0.165,94.10420108695652,115,201803200NOP,2018-03-20 20:00:00,17-18
DAL,0.533,0.196,0.078,0.122,94.10420108695652,105,201803200NOP,2018-03-20 20:00:00,17-18
NOP,0.481,0.233,0.167,0.304,96.19252642706131,96,201803210NOP,2018-03-21 20:00:00,17-18
IND,0.403,0.273,0.122,0.194,96.19252642706131,92,201803210NOP,2018-03-21 20:00:00,17-18
NOP,0.476,0.2,0.169,0.25,101.18475,98,201711010NOP,2017-11-01 20:00:00,17-18
MIN,0.53,0.275,0.183,0.289,101.18475,104,201711010NOP,2017-11-01 20:00:00,17-18
PHI,0.505,0.44,0.135,0.313,100.62753333333333,124,201712100NOP,2017-12-10 19:00:00,17-18
NOP,0.669,0.167,0.13,0.4,100.62753333333333,131,201712100NOP,2017-12-10 19:00:00,17-18
NOP,0.56,0.244,0.126,0.154,98.37412020905923,116,201711150NOP,2017-11-15 20:00:00,17-18
TOR,0.697,0.214,0.198,0.263,98.37412020905923,125,201711150NOP,2017-11-15 20:00:00,17-18
NOP,0.575,0.216,0.203,0.3,101.63999999999999,111,201711110NOP,2017-11-11 19:00:00,17-18
LAC,0.465,0.157,0.101,0.314,101.63999999999999,103,201711110NOP,2017-11-11 19:00:00,17-18
NOP,0.633,0.212,0.187,0.227,93.70858832224685,106,201711130NOP,2017-11-13 20:00:00,17-18
ATL,0.557,0.244,0.15,0.103,93.70858832224685,105,201711130NOP,2017-11-13 20:00:00,17-18
NOP,0.516,0.196,0.114,0.44,109.29820119352088,125,201802260NOP,2018-02-26 20:00:00,17-18
PHO,0.469,0.275,0.112,0.33,109.29820119352088,116,201802260NOP,2018-02-26 20:00:00,17-18
OKC,0.489,0.176,0.122,0.292,103.94144736842105,107,201711200NOP,2017-11-20 20:00:00,17-18
NOP,0.556,0.184,0.168,0.4,103.94144736842105,114,201711200NOP,2017-11-20 20:00:00,17-18
HOU,0.538,0.053,0.114,0.449,100.38967611336034,113,201801260NOP,2018-01-26 20:00:00,17-18
NOP,0.604,0.154,0.141,0.256,100.38967611336034,115,201801260NOP,2018-01-26 20:00:00,17-18
NOP,0.481,0.224,0.112,0.222,117.60177955665024,124,201802230NOP,2018-02-23 20:00:00,17-18
MIA,0.491,0.232,0.098,0.241,117.60177955665024,123,201802230NOP,2018-02-23 20:00:00,17-18
NOP,0.525,0.184,0.141,0.296,98.22948512585812,107,201711220NOP,2017-11-22 20:00:00,17-18
SAS,0.432,0.174,0.137,0.17,98.22948512585812,90,201711220NOP,2017-11-22 20:00:00,17-18
NOP,0.606,0.286,0.092,0.212,106.93647840531563,139,201802140NOP,2018-02-14 20:00:00,17-18
LAL,0.567,0.163,0.17,0.2,106.93647840531563,117,201802140NOP,2018-02-14 20:00:00,17-18
NOP,0.5,0.196,0.17,0.212,101.5145,99,201710300NOP,2017-10-30 20:00:00,17-18
ORL,0.6,0.15,0.147,0.212,101.5145,115,201710300NOP,2017-10-30 20:00:00,17-18
NOP,0.548,0.19,0.153,0.131,94.35095238095238,102,201711290NOP,2017-11-29 20:00:00,17-18
MIN,0.636,0.333,0.16,0.235,94.35095238095238,120,201711290NOP,2017-11-29 20:00:00,17-18
SAC,0.526,0.292,0.119,0.144,99.64295608108108,114,201801300NOP,2018-01-30 20:00:00,17-18
NOP,0.565,0.054,0.148,0.286,99.64295608108108,103,201801300NOP,2018-01-30 20:00:00,17-18
NOP,0.5,0.152,0.135,0.294,102.88858695652175,103,201801280NOP,2018-01-28 16:00:00,17-18
LAC,0.516,0.216,0.104,0.188,102.88858695652175,112,201801280NOP,2018-01-28 16:00:00,17-18
NOP,0.487,0.238,0.095,0.23,121.31307453416149,132,201801220NOP,2018-01-22 20:00:00,17-18
CHI,0.533,0.13,0.183,0.37,121.31307453416149,128,201801220NOP,2018-01-22 20:00:00,17-18
DEN,0.521,0.208,0.08,0.234,98.55124491869918,114,201712060NOP,2017-12-06 20:00:00,17-18
NOP,0.605,0.268,0.1,0.337,98.55124491869918,123,201712060NOP,2017-12-06 20:00:00,17-18
NOP,0.548,0.143,0.124,0.14,101.58564935064935,109,201802050NOP,2018-02-05 20:00:00,17-18
UTA,0.663,0.273,0.119,0.191,101.58564935064935,133,201802050NOP,2018-02-05 20:00:00,17-18
CLE,0.538,0.119,0.17,0.295,100.26547619047619,101,201710280NOP,2017-10-28 19:00:00,17-18
NOP,0.584,0.238,0.097,0.168,100.26547619047619,123,201710280NOP,2017-10-28 19:00:00,17-18
POR,0.505,0.292,0.093,0.139,99.42181372549018,113,201801120NOP,2018-01-12 20:00:00,17-18
NOP,0.591,0.265,0.163,0.28,99.42181372549018,119,201801120NOP,2018-01-12 20:00:00,17-18
NOP,0.5,0.049,0.143,0.22,103.13648992576881,97,201803090NOP,2018-03-09 20:00:00,17-18
WAS,0.526,0.217,0.103,0.208,103.13648992576881,116,201803090NOP,2018-03-09 20:00:00,17-18
NOP,0.545,0.15,0.098,0.41,93.12025,111,201801200NOP,2018-01-20 19:00:00,17-18
MEM,0.543,0.222,0.136,0.195,93.12025,104,201801200NOP,2018-01-20 19:00:00,17-18
BOS,0.454,0.188,0.111,0.23,96.541875,89,201803180NOP,2018-03-18 18:00:00,17-18
NOP,0.537,0.125,0.097,0.305,96.541875,108,201803180NOP,2018-03-18 18:00:00,17-18
MIL,0.505,0.319,0.08,0.2,95.32561502659574,108,201712130NOP,2017-12-13 20:00:00,17-18
NOP,0.644,0.281,0.195,0.188,95.32561502659574,115,201712130NOP,2017-12-13 20:00:00,17-18
NOP,0.542,0.154,0.12,0.145,92.05222585924713,101,201803170NOP,2018-03-17 19:00:00,17-18
HOU,0.5,0.277,0.065,0.194,92.05222585924713,107,201803170NOP,2018-03-17 19:00:00,17-18
NOP,0.628,0.154,0.092,0.211,100.06541734860883,128,201712270NOP,2017-12-27 20:00:00,17-18
BRK,0.561,0.213,0.135,0.156,100.06541734860883,113,201712270NOP,2017-12-27 20:00:00,17-18
NOP,0.488,0.087,0.094,0.321,99.64500000000001,103,201712300NOP,2017-12-30 19:00:00,17-18
NYK,0.463,0.17,0.055,0.223,99.64500000000001,105,201712300NOP,2017-12-30 19:00:00,17-18
SAC,0.552,0.282,0.141,0.144,104.7751282051282,116,201712080NOP,2017-12-08 20:00:00,17-18
NOP,0.517,0.167,0.149,0.213,104.7751282051282,109,201712080NOP,2017-12-08 20:00:00,17-18
DET,0.484,0.273,0.105,0.237,97.69772727272728,109,201801080NOP,2018-01-08 20:00:00,17-18
